newcomb_species_name,species_inat,subspecies_inat,suggested_species_id,species_page,key_page_range_start,key_page_range_end,key_group_number,key_flower_type,key_plant_type,key_leaf_type,key_subgroup_1,key_subgroup_2,key_subgroup_3,key_description,species_inat_link,subspecies_inat_link,warning_species_extraction,warning_key_extraction
Potentilla palustris,Comarum palustre,,Comarum palustre,230.0,230,234.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers 1/4"" or more wide or long",Flowers not yellow,,"Stem leaves with 3 or more entire, toothed or shallowly lobed leaflets",https://www.inaturalist.org/taxa/62213,,0.0,0.0
Potentilla tridentata,Sibbaldiopsis tridentata,,Sibbaldiopsis tridentata,230.0,230,234.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers 1/4"" or more wide or long",Flowers not yellow,,"Stem leaves with 3 or more entire, toothed or shallowly lobed leaflets",https://www.inaturalist.org/taxa/81595,,0.0,0.0
Prenanthes alba,Nabalus albus,,Nabalus albus,384.0,384,386.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow or orange,,,Flowers not daisylike or asterlike,https://www.inaturalist.org/taxa/130950,,0.0,0.0
Prenanthes altissima,Nabalus altissimus,,Nabalus altissimus,212.0,212,214.0,533,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow,Leaves longer than wide,,Flowers bell- or funnel-shaped,https://www.inaturalist.org/taxa/130951,,0.0,0.0
Prenanthes boottii,Nabalus boottii,,Nabalus boottii,384.0,384,386.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow or orange,,,Flowers not daisylike or asterlike,https://www.inaturalist.org/taxa/204359,,0.0,0.0
Prenanthes serpentaria,Nabalus serpentaria,,Nabalus serpentaria,384.0,384,386.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow or orange,,,Flowers not daisylike or asterlike,https://www.inaturalist.org/taxa/204361,,0.0,0.0
Prenanthes trifoliata,Nabalus trifoliolatus,,Nabalus trifoliolatus,384.0,384,386.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow or orange,,,Flowers not daisylike or asterlike,https://www.inaturalist.org/taxa/204185,,0.0,0.0
Prunus depressa,Prunus pumila,var.depressa,Prunus pumila var. depressa,312.0,312,316.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,Leaves alternate or clustered,Leaves unlobed,,Blooming in spring,https://www.inaturalist.org/taxa/58742,https://www.inaturalist.org/taxa/130754,0.0,0.0
Pycnanthemum pilosum,Pycnanthemum verticillatum,var.pilosum,Pycnanthemum verticillatum,78.0,78,82.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Flowers stalkless, growing in whorls, heads or dense clusters",https://www.inaturalist.org/taxa/153908,https://www.inaturalist.org/taxa/153907,0.0,0.0
Pyrola rotundifolia,Pyrola americana,,Pyrola americana,178.0,178,180.0,523,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,Flowers in a raceme or spike,,,0.0,0.0
Pyrola rotundifolia,Pyrola americana,,Pyrola americana,178.0,178,180.0,523,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,Flowers in a raceme or spike,https://www.inaturalist.org/taxa/60367,,0.0,0.0
Pyrola rotundifolia,Pyrola americana,,,178.0,178,180.0,523,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,Flowers in a raceme or spike,,,0.0,0.0
Pyrola secunda,Orthilia secunda,,Orthilia secunda,178.0,178,180.0,523,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,Flowers in a raceme or spike,https://www.inaturalist.org/taxa/78288,,0.0,0.0
Pyrola virens,Pyrola chlorantha,,Pyrola chlorantha,178.0,178,180.0,523,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,Flowers in a raceme or spike,https://www.inaturalist.org/taxa/63802,,0.0,0.0
Pyrus americana,Sorbus americana,,Sorbus americana,320.0,320,322.0,554,5 Regular Parts,Shrubs,Leaves Divided,"Flowers under 1/2"" wide",Leaflets 5 or more,,Stems not prickly,https://www.inaturalist.org/taxa/54265,,0.0,0.0
Pyrus arbutifolia,Aronia arbutifolia,,Aronia arbutifolia,312.0,312,316.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,Leaves alternate or clustered,Leaves unlobed,,Blooming in spring,https://www.inaturalist.org/taxa/151797,,0.0,0.0
Pyrus floribunda,Aronia ×prunifolia,,Aronia ×prunifolia,312.0,312,316.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,Leaves alternate or clustered,Leaves unlobed,,Blooming in spring,https://www.inaturalist.org/taxa/1366946,https://www.inaturalist.org/taxa/1366946,1.0,0.0
Pyrus melanocarpa,Aronia melanocarpa,,Aronia melanocarpa,312.0,312,316.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,Leaves alternate or clustered,Leaves unlobed,,Blooming in spring,https://www.inaturalist.org/taxa/128798,,0.0,0.0
Ranunculus cymbalaria,Halerpestes cymbalaria,,Halerpestes cymbalaria,364.0,364,366.0,723-724,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,"White, pink or blue flowers",https://www.inaturalist.org/taxa/941891,,0.0,0.0
Ranunculus ficaria,Ficaria verna,,Ficaria verna,364.0,364,366.0,723-724,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,"White, pink or blue flowers",https://www.inaturalist.org/taxa/204321,,0.0,0.0
Ranunculus hispidus,Ranunculus hispidus,var.hispidus,,242.0,242,246.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers 1/4"" or more wide or long",Yellow flowers,,Leaf divisions deeply lobed or divided,https://www.inaturalist.org/taxa/126368,https://www.inaturalist.org/taxa/242551,0.0,0.0
Ranunculus septentrionalis,Ranunculus carolinianus,,Ranunculus carolinianus,242.0,242,246.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers 1/4"" or more wide or long",Yellow flowers,,Leaf divisions deeply lobed or divided,https://www.inaturalist.org/taxa/356023,,0.0,0.0
Rhinanthus crista-galli,Rhinanthus minor,,Rhinanthus minor,82.0,82,84.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,,,,"Yellow, yellowish or straw-colored flowers",https://www.inaturalist.org/taxa/61470,,0.0,0.0
Rhododendron nudiflorum,Rhododendron periclymenoides,,Rhododendron periclymenoides,300.0,300,302.0,552,5 Regular Parts,Shrubs,Leaves Entire,Leaves not evergreen,Leaves alternate or clustered at the ends of the branches,,Flowers not bell- or globe-shaped,https://www.inaturalist.org/taxa/49822,,0.0,0.0
Rhododendron roseum,Rhododendron prinophyllum,,Rhododendron prinophyllum,300.0,300,302.0,552,5 Regular Parts,Shrubs,Leaves Entire,Leaves not evergreen,Leaves alternate or clustered at the ends of the branches,,Flowers not bell- or globe-shaped,https://www.inaturalist.org/taxa/143409,,0.0,0.0
Rhus copallina,Rhus copallinum,,Rhus copallinum,320.0,320,322.0,554,5 Regular Parts,Shrubs,Leaves Divided,"Flowers under 1/2"" wide",Leaflets 5 or more,,Stems not prickly,https://www.inaturalist.org/taxa/126698,,0.0,0.0
Rhus radicans,Toxicodendron radicans,,ssp. radicans,320.0,320,322.0,554,5 Regular Parts,Shrubs,Leaves Divided,"Flowers under 1/2"" wide",Leaflets 5 or more,,Stems not prickly,https://www.inaturalist.org/taxa/58732,,0.0,0.0
Rhus radicans,Toxicodendron rydbergii,,Toxicodendron rydbergii,320.0,320,322.0,554,5 Regular Parts,Shrubs,Leaves Divided,"Flowers under 1/2"" wide",Leaflets 5 or more,,Stems not prickly,https://www.inaturalist.org/taxa/58729,,0.0,0.0
Rhus vernix,Toxicodendron vernix,,Toxicodendron vernix,320.0,320,322.0,554,5 Regular Parts,Shrubs,Leaves Divided,"Flowers under 1/2"" wide",Leaflets 5 or more,,Stems not prickly,https://www.inaturalist.org/taxa/54767,,0.0,0.0
Ribes sativum,Ribes rubrum,,Ribes rubrum,306.0,306,308.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,Leaves alternate or clustered,Leaves with 3-7 lobes,,"Flowers small and inconspicuous, growing in the axils",https://www.inaturalist.org/taxa/54431,,0.0,0.0
Rorippa islandica,Rorippa hispida,,Rorippa hispida,144.0,144,146.0,434,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,Yellow flowers,,,"Flowers under 1/2"" wide",https://www.inaturalist.org/taxa/1323112,,0.0,0.0
Rorippa islandica,Rorippa palustris,,ssp. palustris,144.0,144,146.0,434,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,Yellow flowers,,,"Flowers under 1/2"" wide",https://www.inaturalist.org/taxa/64162,,0.0,0.0
Rosa eglanteria,Rosa rubiginosa,,Rosa rubiginosa,318.0,318,320.0,554,5 Regular Parts,Shrubs,Leaves Divided,"Flowers under 1/2"" wide",,,Leaflets 3,https://www.inaturalist.org/taxa/78886,,0.0,0.0
Rubus idaeus,Rubus idaeus,,ssp. idaeus,232.0,230,234.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers 1/4"" or more wide or long",Flowers not yellow,,"Stem leaves with 3 or more entire, toothed or shallowly lobed leaflets",https://www.inaturalist.org/taxa/54436,,0.0,0.0
Rubus idaeus,Rubus idaeus,spp. stigosus,,232.0,230,234.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers 1/4"" or more wide or long",Flowers not yellow,,"Stem leaves with 3 or more entire, toothed or shallowly lobed leaflets",,https://www.inaturalist.org/taxa/125488-Rubus-idaeus-strigosus,,0.0
Rudbeckia fulgida,Rudbeckia fulgida,var.fulgida,,374.0,374,376.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,Flower heads with a dark central disk,https://www.inaturalist.org/taxa/142654,https://www.inaturalist.org/taxa/242690,0.0,0.0
Rudbeckia speciosa,Rudbeckia speciosa,,,374.0,374,376.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,Flower heads with a dark central disk,https://www.inaturalist.org/taxa/242693,,0.0,0.0
Rudbeckia speciosa,Rudbeckia sullivantii,,,374.0,374,376.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,Flower heads with a dark central disk,,,0.0,0.0
Rudbeckia serotina,Rudbeckia hirta,var.hirta,,374.0,374,376.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,Flower heads with a dark central disk,https://www.inaturalist.org/taxa/62741,,0.0,0.0
Rudbeckia serotina,Rudbeckia hirta,var. pulcherrima,,374.0,374,376.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,Flower heads with a dark central disk,https://www.inaturalist.org/taxa/62741,https://www.inaturalist.org/taxa/81354-Rudbeckia-hirta-pulcherrima,0.0,0.0
Rumex maritimus,Rumex fueginus,,Rumex fueginus,404.0,402,406.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem jointed,,,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/78903,,0.0,0.0
Rumex maritimus,Rumex maritimus,,,404.0,402,406.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem jointed,,,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/168242,,0.0,0.0
Rumex orbiculatus,Rumex britannica,,Rumex britannica,404.0,402,406.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem jointed,,,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/78900,,0.0,0.0
Salicornia europaea,Salicornia virginica,,Salicornia virginica,398.0,398,400.0,811,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves,,,,Wildflowers with No Apparent Leaves,https://www.inaturalist.org/taxa/78930,,0.0,0.0
Salicornia virginica,Salicornia ambigua,,Salicornia ambigua,398.0,398,400.0,811,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves,,,,Wildflowers with No Apparent Leaves,https://www.inaturalist.org/taxa/793678,,0.0,0.0
Salsola kali,Salsola kali,,Salsola kali,406.0,406,408.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem neither white-woolly nor jointed,"Larger leaves under 2"" long",,Flowers growing mostly in the axils,https://www.inaturalist.org/taxa/57897,,0.0,0.0
Salsola kali,Salsola tragus,,Salsola tragus,406.0,406,408.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem neither white-woolly nor jointed,"Larger leaves under 2"" long",,Flowers growing mostly in the axils,https://www.inaturalist.org/taxa/57896,,0.0,0.0
Sambucus pubens,Sambucus racemosa,,Sambucus racemosa,320.0,320,322.0,554,5 Regular Parts,Shrubs,Leaves Divided,"Flowers under 1/2"" wide",Leaflets 5 or more,,Stems not prickly,https://www.inaturalist.org/taxa/57824,,0.0,0.0
Sambucus pubens,ssp. pubens,,Sambucus racemosa,320.0,320,322.0,554,5 Regular Parts,Shrubs,Leaves Divided,"Flowers under 1/2"" wide",Leaflets 5 or more,,Stems not prickly,https://www.inaturalist.org/taxa/362529,https://www.inaturalist.org/taxa/362529,0.0,0.0
Sanicula gregaria,Sanicula odorata,,Sanicula odorata,426.0,426,430.0,834,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Divided,Leaves deeply and irregularly lobed or divided into narrow segments,,,Leaves not prickly,https://www.inaturalist.org/taxa/127367,,0.0,0.0
Satureja vulgaris,Clinopodium vulgare,,Clinopodium vulgare,80.0,78,82.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Flowers stalkless, growing in whorls, heads or dense clusters",https://www.inaturalist.org/taxa/84281,,0.0,0.0
Satureja vulgaris,ssp. vulgare,,Clinopodium vulgare,80.0,78,82.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Flowers stalkless, growing in whorls, heads or dense clusters",https://www.inaturalist.org/taxa/521351,https://www.inaturalist.org/taxa/521351,0.0,0.0
Saxifraga micranthidifolia,Micranthes micranthidifolia,,Micranthes micranthidifolia,180.0,180,182.0,523,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,Flowers in an umbel or branched cluster,https://www.inaturalist.org/taxa/371063,,0.0,0.0
Saxifraga pensylvanica,Micranthes pensylvanica,,Micranthes pensylvanica,180.0,180,182.0,523,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,Flowers in an umbel or branched cluster,https://www.inaturalist.org/taxa/204163,,0.0,0.0
Saxifraga virginiensis,Micranthes virginiensis,,Micranthes virginiensis,180.0,180,182.0,523,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,Flowers in an umbel or branched cluster,https://www.inaturalist.org/taxa/204176,,0.0,0.0
Scutellaria epilobiifolia,Scutellaria galericulata,,Scutellaria galericulata,98.0,98,102.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow or yellowish,- Flowers 2-lipped,,Stem square,https://www.inaturalist.org/taxa/79016,,0.0,0.0
Sedum purpureum,Hylotelephium telephium,,Hylotelephium telephium,216.0,216,218.0,533,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow,Leaves longer than wide,,Flowers star- or wheel-shaped,https://www.inaturalist.org/taxa/84031,,0.0,0.0
Sedum rosea,Rhodiola rosea,,Rhodiola rosea,140.0,140,142.0,433,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,"White, pink or purple flowers",Leaves not arrow-shaped,,Flowers not in spikes or racemes,https://www.inaturalist.org/taxa/84436,,0.0,0.0
Sedum telephioides,Hylotelephium telephioides,,Hylotelephium telephioides,216.0,216,218.0,533,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow,Leaves longer than wide,,Flowers star- or wheel-shaped,https://www.inaturalist.org/taxa/118744,,0.0,0.0
Senecio aureus,Packera aurea,,Packera aurea,378.0,378,380.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,"Flower heads or flowers under 1"" wide",https://www.inaturalist.org/taxa/116329,,0.0,0.0
Senecio jacobaea,Jacobaea vulgaris,,Jacobaea vulgaris,378.0,378,380.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,"Flower heads or flowers under 1"" wide",https://www.inaturalist.org/taxa/62498,,0.0,0.0
Senecio obovatus,Packera obovata,,Packera obovata,378.0,378,380.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,"Flower heads or flowers under 1"" wide",https://www.inaturalist.org/taxa/127891,,0.0,0.0
Senecio pauperculus,Packera paupercula,var.paupercula,Packera paupercula var. paupercula,378.0,378,380.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,"Flower heads or flowers under 1"" wide",https://www.inaturalist.org/taxa/127945,https://www.inaturalist.org/taxa/241939,0.0,0.0
Senecio robbinsii,Packera schweinitziana,,Packera schweinitziana,378.0,378,380.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow or orange flowers,Daisylike or asterlike flowers or flowers with shining petals,,"Flower heads or flowers under 1"" wide",https://www.inaturalist.org/taxa/155015,,0.0,0.0
Sericocarpus Aster pilosusoides,Sericocarpus asteroides,,,210.0,210,212.0,533,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow,Leaves longer than wide,,Flowers in heads,https://www.inaturalist.org/taxa/168856,,0.0,0.0
Sericocarpus Aster pilosusoides,Sericocarpus caespitosus,,,210.0,210,212.0,533,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow,Leaves longer than wide,,Flowers in heads,https://www.inaturalist.org/taxa/1305099,,0.0,0.0
Silene cucubalus,Silene vulgaris,,Silene vulgaris,260.0,258,262.0,542,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,"Petals separate; sepals united into a tube, cup or bladder from which the petals emerge",,,Plants of dry habitats,https://www.inaturalist.org/taxa/55721,,0.0,0.0
Silene cucubalus,ssp. vulgaris,ssp. vulgaris,Silene vulgaris,260.0,258,262.0,542,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,"Petals separate; sepals united into a tube, cup or bladder from which the petals emerge",,,Plants of dry habitats,https://www.inaturalist.org/taxa/338376,https://www.inaturalist.org/taxa/338376,0.0,0.0
Silphium trifoliatum,Silphium asteriscus,var.asteriscus,,392.0,392,394.0,743,7 or More Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,,,,White or pink flowers,https://www.inaturalist.org/taxa/130741,,0.0,0.0
Silphium trifoliatum,Silphium asteriscus,var. latifolium,,392.0,392,394.0,743,7 or More Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,,,,White or pink flowers,,,,0.0
Silphium trifoliatum,Silphium asteriscus,var. trifoliatum,,392.0,392,394.0,743,7 or More Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,,,,White or pink flowers,,,,0.0
Smilacina racemosa,Maianthemum racemosum,ssp. racemosum,Maianthemum racemosum,346.0,346,348.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,"Flowers in racemes, spikes or widely branched clusters",,,Larger leaves lance-shaped or wider,https://www.inaturalist.org/taxa/53012,,0.0,0.0
Smilacina stellata,Maianthemum stellatum,,Maianthemum stellatum,346.0,346,348.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,"Flowers in racemes, spikes or widely branched clusters",,,Larger leaves lance-shaped or wider,https://www.inaturalist.org/taxa/53268,,0.0,0.0
Smilacina trifolia,Maianthemum trifolium,,Maianthemum trifolium,346.0,346,348.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,"Flowers in racemes, spikes or widely branched clusters",,,Larger leaves lance-shaped or wider,https://www.inaturalist.org/taxa/118774,,0.0,0.0
Solidago cutleri,Solidago leiocarpa,,Solidago leiocarpa,452.0,446,454.0,000,Goldenrods (Solidago),,,,,,,https://www.inaturalist.org/taxa/204415,,0.0,
Solidago elliottii,Solidago latissimifolia,,Solidago latissimifolia,448.0,446,454.0,000,Goldenrods (Solidago),,,,,,,https://www.inaturalist.org/taxa/169111,,0.0,
Solidago graminifolia,Euthamia graminifolia,,Euthamia graminifolia,450.0,446,454.0,000,Goldenrods (Solidago),,,,,,,https://www.inaturalist.org/taxa/130989,,0.0,
Solidago sempervirens,Solidago sempervirens,,,404.0,402,406.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem jointed,,,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/126888,,0.0,0.0
Solidago sempervirens,Solidago mexicana,,,404.0,402,406.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem jointed,,,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/954006,,0.0,0.0
Solidago stricta,Solidago stricta,,,452.0,446,454.0,000,Goldenrods (Solidago),,,,,,,https://www.inaturalist.org/taxa/169130,,0.0,
Solidago tenuifolia,Euthamia caroliniana,,Euthamia caroliniana,450.0,446,454.0,000,Goldenrods (Solidago),,,,,,,https://www.inaturalist.org/taxa/129032,,0.0,
Solidago uliginosa,Solidago uliginosa,,var. uliginosa,446.0,446,454.0,000,Goldenrods (Solidago),,,,,,,https://www.inaturalist.org/taxa/126657,,0.0,
Specularia perfoliata,Triodanis perfoliata,,Triodanis perfoliata,208.0,208,210.0,533,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow,Largest leaves as wide as long,,Erect plants,https://www.inaturalist.org/taxa/64293,,0.0,0.0
Spiraea alba,Spiraea alba,var.alba,Spiraea alba,310.0,310,312.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,Leaves alternate or clustered,Leaves unlobed,,Blooming mid-June to fall,https://www.inaturalist.org/taxa/126823,https://www.inaturalist.org/taxa/243044,0.0,0.0
Spiranthes cernua,Spiranthes arcisepala,,,26.0,24,28.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaves more than 2 (normally), not heart- or arrow-shaped",https://www.inaturalist.org/taxa/773386,,0.0,0.0
Spiranthes cernua,S. cernua complex s.s.,,,26.0,24,28.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaves more than 2 (normally), not heart- or arrow-shaped",,,0.0,0.0
Spiranthes cernua,Spiranthes casei,,,26.0,24,28.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaves more than 2 (normally), not heart- or arrow-shaped",https://www.inaturalist.org/taxa/62253,,0.0,0.0
Spiranthes cernua,Spiranthes cernua,,,26.0,24,28.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaves more than 2 (normally), not heart- or arrow-shaped",https://www.inaturalist.org/taxa/773385,,0.0,0.0
Spiranthes cernua,Spiranthes incurva,,,26.0,24,28.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaves more than 2 (normally), not heart- or arrow-shaped",https://www.inaturalist.org/taxa/773387,,0.0,0.0
Spiranthes cernua,Spiranthes ochroleuca,,,26.0,24,28.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaves more than 2 (normally), not heart- or arrow-shaped",https://www.inaturalist.org/taxa/169271,,0.0,0.0
Spiranthes gracilis,Spiranthes lacera,var.gracilis,Spiranthes lacera,26.0,24,28.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaves more than 2 (normally), not heart- or arrow-shaped",https://www.inaturalist.org/taxa/120355,https://www.inaturalist.org/taxa/243058,0.0,0.0
Stachys hyssopifolia,Stachys hyssopifolia,,,80.0,78,82.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Flowers stalkless, growing in whorls, heads or dense clusters",https://www.inaturalist.org/taxa/169317,,0.0,0.0
Stachys hyssopifolia,Stachys aspera,,,80.0,78,82.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Flowers stalkless, growing in whorls, heads or dense clusters",https://www.inaturalist.org/taxa/169310,,0.0,0.0
Stachys tenuifolia,Stachys hispida,,Stachys hispida,88.0,86,90.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow or yellowish,"Individual flowers stalkless, growing in 1 or more heads, spikes or whorls",,Stamens not protruding,,,0.0,0.0
Stachys tenuifolia,Stachys hispida,,Stachys hispida,88.0,86,90.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow or yellowish,"Individual flowers stalkless, growing in 1 or more heads, spikes or whorls",,Stamens not protruding,https://www.inaturalist.org/taxa/204419,,0.0,0.0
Stachys tenuifolia,Stachys hispida,,Stachys tenuifolia,88.0,86,90.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow or yellowish,"Individual flowers stalkless, growing in 1 or more heads, spikes or whorls",,Stamens not protruding,https://www.inaturalist.org/taxa/134221,,0.0,0.0
Stellaria pubera,Stellaria pubera,,,274.0,274,278.0,542,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,Both sepals and petals (if present) separate or appearing so,Juice not milky,,Leaves in pairs,https://www.inaturalist.org/taxa/126702,,0.0,0.0
Stellaria pubera,Stellaria corei,,,274.0,274,278.0,542,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,Both sepals and petals (if present) separate or appearing so,Juice not milky,,Leaves in pairs,https://www.inaturalist.org/taxa/169333,,0.0,0.0
Streptopus amplexifolius,Streptopus amplexifolius,,,342.0,340,344.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,,,,"Nodding, bell-shaped flowers",,,0.0,0.0
Streptopus amplexifolius,Streptopus ×oreopolus,,,342.0,340,344.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,,,,"Nodding, bell-shaped flowers",,,0.0,0.0
